,page_id,name_x,urlslug_x,id_x,align_x,eye_x,hair_x,sex_x,gsm_x,alive_x,appearances_x,first appearance_x,year_x,industry_x,name_y,urlslug_y,id_y,align_y,eye_y,hair_y,sex_y,gsm_y,alive_y,appearances_y,first appearance_y,year_y,industry_y
294,1837,Nathan Craig Jones (New Earth),\/wiki\/Nathan_Craig_Jones_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,15.0,"2001, March",2001.0,DC,Jonathan Storm (Earth-616),\/Jonathan_Storm_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,1934.0,Nov-61,1961.0,MV
295,1802,Jill Carlyle (New Earth),\/wiki\/Jill_Carlyle_(New_Earth),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,15.0,"2000, April",2000.0,DC,Alexander Summers (Earth-616),\/Alexander_Summers_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,558.0,Mar-69,1969.0,MV
296,1996,Adam Cray (New Earth),\/wiki\/Adam_Cray_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,15.0,"1990, August",1990.0,DC,Richard Gill (Earth-616),\/Richard_Gill_(Earth-616),Secret Identity,Bad Characters,,White Hair,Male Characters,,Living Characters,30.0,Feb-90,1990.0,MV
297,16463,Chang Tzu (New Earth),\/wiki\/Chang_Tzu_(New_Earth),Secret Identity,Bad Characters,Red Eyes,,Male Characters,,Living Characters,14.0,"2006, June",2006.0,DC,Leiko Tanaka (Earth-616),\/Leiko_Tanaka_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,14.0,Sep-98,1998.0,MV
298,1931,Humphry Dumpler (New Earth),\/wiki\/Humphry_Dumpler_(New_Earth),Public Identity,Neutral Characters,,,Male Characters,,Living Characters,14.0,"2003, August",2003.0,DC,Wilson Fisk (Earth-616),\/Wilson_Fisk_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Living Characters,503.0,Jul-67,1967.0,MV
299,1941,Jeremy Tell (New Earth),\/wiki\/Jeremy_Tell_(New_Earth),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,14.0,"2001, August",2001.0,DC,Krang (Earth-616),\/Krang_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,63.0,Sep-63,1963.0,MV
300,18271,Gecko (New Earth),\/wiki\/Gecko_(New_Earth),Secret Identity,Good Characters,,,Male Characters,,Living Characters,14.0,"1997, August",1997.0,DC,Marlo Chandler (Earth-616),\/Marlo_Chandler_(Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,Bisexual Characters,Living Characters,131.0,Sep-88,1988.0,MV
301,18539,Lauren Isley (New Earth),\/wiki\/Lauren_Isley_(New_Earth),,Good Characters,,Red Hair,Female Characters,,Living Characters,14.0,"1997, August",1997.0,DC,Felix Alvarez (Earth-616),\/Felix_Alvarez_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,28.0,Jan-89,1989.0,MV
302,18269,Valerie Andrist (New Earth),\/wiki\/Valerie_Andrist_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,14.0,"1997, August",1997.0,DC,John Bronson (Earth-616),\/John_Bronson_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,1.0,May-66,1966.0,MV
303,18191,Crius (New Earth),\/wiki\/Crius_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,14.0,"1985, August",1985.0,DC,Ursula (Swiss) (Earth-616),\/Ursula_(Swiss)_(Earth-616),Secret Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,1.0,May-92,1992.0,MV
304,16425,Persephone (New Earth),\/wiki\/Persephone_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,14.0,"1985, October",1985.0,DC,Fader (Earth-616),\/Fader_(Earth-616),Public Identity,Neutral Characters,,,,,Living Characters,2.0,May-02,2002.0,MV
305,42106,Tadwallader Jutefruce (New Earth),\/wiki\/Tadwallader_Jutefruce_(New_Earth),,Good Characters,,Blond Hair,Male Characters,,Living Characters,14.0,"1965, November",1965.0,DC,Thiazzi (Earth-616),\/Thiazzi_(Earth-616),,,,,Male Characters,,Deceased Characters,,,,MV
306,15961,Odin (New Earth),\/wiki\/Odin_(New_Earth),,Good Characters,,,Male Characters,,Living Characters,14.0,"1947, May",1947.0,DC,Wildrun (Earth-616),\/Wildrun_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,5.0,Oct-92,1992.0,MV
307,12772,Gu Lao (New Earth),\/wiki\/Gu_Lao_(New_Earth),Public Identity,Good Characters,Black Eyes,,Male Characters,,Living Characters,13.0,"2006, June",2006.0,DC,Wolfgang Heinrich (Earth-616),\/Wolfgang_Heinrich_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,1.0,Oct-86,1986.0,MV
308,1863,Raker Qarrigat (New Earth),\/wiki\/Raker_Qarrigat_(New_Earth),Public Identity,Good Characters,White Eyes,Blue Hair,Male Characters,,Living Characters,13.0,"2000, August",2000.0,DC,Susan Storm (Earth-616),\/Susan_Storm_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,1713.0,Nov-61,1961.0,MV
309,1553,Angela Margolin (New Earth),\/wiki\/Angela_Margolin_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,13.0,"1998, December",1998.0,DC,Zzzax (Earth-616),\/Zzzax_(Earth-616),Public Identity,Bad Characters,,No Hair,,,Living Characters,32.0,Aug-73,1973.0,MV
310,53105,Carl Packard (New Earth),\/wiki\/Carl_Packard_(New_Earth),,,,Brown Hair,Male Characters,,Living Characters,13.0,"1993, February",1993.0,DC,Diableri (Earth-616),\/Diableri_(Earth-616),,,,Black Hair,Male Characters,,Deceased Characters,1.0,May-07,2007.0,MV
311,1997,Arnold Etchinson (New Earth),\/wiki\/Arnold_Etchinson_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,13.0,"1991, January",1991.0,DC,Jackson Arvad (Earth-616),\/Jackson_Arvad_(Earth-616),Public Identity,Neutral Characters,White Eyes,Blond Hair,Male Characters,,Living Characters,33.0,Apr-77,1977.0,MV
312,18504,William Heller (New Earth),\/wiki\/William_Heller_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,13.0,"1987, August",1987.0,DC,Richie Alegria (Earth-616),\/Richie_Alegria_(Earth-616),,,,,Male Characters,,Living Characters,4.0,Nov-97,1997.0,MV
313,18492,"Deimos, God of Terror (New Earth)","\/wiki\/Deimos,_God_of_Terror_(New_Earth)",Public Identity,Bad Characters,Red Eyes,,Male Characters,,Deceased Characters,13.0,"1969, August",1969.0,DC,Akreon (Earth-616),\/Akreon_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,,Mar-83,1983.0,MV
314,12781,Immortal Man in Darkness (New Earth),\/wiki\/Immortal_Man_in_Darkness_(New_Earth),Secret Identity,,Brown Eyes,Black Hair,Male Characters,,Living Characters,12.0,"2006, June",2006.0,DC,Tatsu'o (Earth-616),\/Tatsu%27o_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,,Feb-91,1991.0,MV
315,7997,Travis Clevenger (New Earth),\/wiki\/Travis_Clevenger_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,12.0,"2004, September",2004.0,DC,Frederick Foswell (Earth-616),\/Frederick_Foswell_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,83.0,Mar-64,1964.0,MV
316,118742,Andrew Greenwald (New Earth),\/wiki\/Andrew_Greenwald_(New_Earth),,Good Characters,,,Male Characters,,Living Characters,12.0,"1989, January",1989.0,DC,Ramonda (Earth-616),\/Ramonda_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,36.0,Mar-89,1989.0,MV
317,1975,Despair (New Earth),\/wiki\/Despair_(New_Earth),Secret Identity,Neutral Characters,Grey Eyes,Black Hair,Female Characters,,Living Characters,12.0,"1989, November",1989.0,DC,John Lopez (Earth-616),\/John_Lopez_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,13.0,Aug-02,2002.0,MV
318,2722,Sturgis Butterfield (New Earth),\/wiki\/Sturgis_Butterfield_(New_Earth),,Good Characters,,Blond Hair,Male Characters,,Living Characters,12.0,"1989, January",1989.0,DC,Nicholas Scratch (Earth-616),\/Nicholas_Scratch_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,14.0,Aug-77,1977.0,MV
319,116352,Ubermensch (New Earth),\/wiki\/Ubermensch_(New_Earth),,Bad Characters,Black Eyes,,Male Characters,,Living Characters,12.0,"1987, June",1987.0,DC,Byrel Whitemane (Earth-616),\/Byrel_Whitemane_(Earth-616),Public Identity,Good Characters,Pink Eyes,Black Hair,Male Characters,,Living Characters,2.0,Nov-84,1984.0,MV
320,19954,"Stanley Dover, Younger (New Earth)","\/wiki\/Stanley_Dover,_Younger_(New_Earth)",Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,12.0,"1966, January",1966.0,DC,At-Lass (Earth-616),\/At-Lass_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,16.0,Apr-90,1990.0,MV
321,114622,Gorr (New Earth),\/wiki\/Gorr_(New_Earth),,Good Characters,,Brown Hair,Male Characters,,Living Characters,11.0,"1998, April",1998.0,DC,Erista (Earth-616),\/Erista_(Earth-616),No Dual Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,1.0,,,MV
322,177580,Camorouge (New Earth),\/wiki\/Camorouge_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,11.0,"1995, January",1995.0,DC,Tina Minoru (Earth-616),\/Tina_Minoru_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Deceased Characters,23.0,Jul-03,2003.0,MV
323,2030,Destruction (New Earth),\/wiki\/Destruction_(New_Earth),Secret Identity,Neutral Characters,,Red Hair,Male Characters,,Living Characters,11.0,1991,1991.0,DC,Ahmet Abdol (Earth-616),\/Ahmet_Abdol_(Earth-616),Public Identity,Bad Characters,Red Eyes,Bald,Male Characters,,Living Characters,44.0,Mar-69,1969.0,MV
324,2717,Corinthian (New Earth),\/wiki\/Corinthian_(New_Earth),,Bad Characters,,Black Hair,Male Characters,,Living Characters,11.0,"1989, November",1989.0,DC,Naga (Earth-616),\/Naga_(Earth-616),Public Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,15.0,Jan-69,1969.0,MV
325,18703,Israel Harel (New Earth),\/wiki\/Israel_Harel_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,11.0,"1986, October",1986.0,DC,Vron-Ikka (Earth-616),\/Vron-Ikka_(Earth-616),Secret Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,1.0,Nov-89,1989.0,MV
326,90960,Qull (New Earth),\/wiki\/Qull_(New_Earth),Public Identity,Bad Characters,Red Eyes,,Male Characters,,Deceased Characters,11.0,1986,1986.0,DC,Tanir (Earth-616),\/Tanir_(Earth-616),Public Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,5.0,Mar-41,1941.0,MV
327,18203,Phoebe (New Earth),\/wiki\/Phoebe_(New_Earth),Public Identity,Neutral Characters,,,Female Characters,,Deceased Characters,11.0,"1985, August",1985.0,DC,Steven Tyler (Earth-616),\/Steven_Tyler_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,1.0,Dec-76,1976.0,MV
328,16492,Mica Love (New Earth),\/wiki\/Mica_Love_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,11.0,"1983, July",1983.0,DC,Hiro (Cyburai) (Earth-616),\/Hiro_(Cyburai)_(Earth-616),,,,Black Hair,Male Characters,,Living Characters,4.0,Feb-91,1991.0,MV
329,1920,Sebastian Ballesteros (New Earth),\/wiki\/Sebastian_Ballesteros_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,10.0,"2001, July",2001.0,DC,Geyr Kluge (Earth-616),\/Geyr_Kluge_(Earth-616),Secret Identity,,Blue Eyes,Blond Hair,Male Characters,,Living Characters,,Apr-96,1996.0,MV
330,1695,Farris Knight (DC One Million),\/wiki\/Farris_Knight_(DC_One_Million),Secret Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,10.0,"1998, October",1998.0,DC,Geb (Earth-616),\/Geb_(Earth-616),No Dual Identity,Neutral Characters,,,Male Characters,,Living Characters,4.0,Nov-75,1975.0,MV
331,18538,Bridget (New Earth),\/wiki\/Bridget_(New_Earth),Public Identity,Bad Characters,,Blue Hair,Female Characters,,Living Characters,10.0,"1997, August",1997.0,DC,Paul Alvarez (Earth-616),\/Paul_Alvarez_(Earth-616),,,,,Male Characters,,Living Characters,6.0,Dec-94,1994.0,MV
332,18534,Carlos (New Earth),\/wiki\/Carlos_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,10.0,"1997, August",1997.0,DC,Ann Herd (Earth-616),\/Ann_Herd_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,10.0,Nov-95,1995.0,MV
333,263165,Roberta Harper (New Earth),\/wiki\/Roberta_Harper_(New_Earth),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,10.0,"1994, November",1994.0,DC,Woodrow Truesmith (Earth-616),\/Woodrow_Truesmith_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,1.0,Jan-95,1995.0,MV
334,16104,Feodor Piotrovitch Sorin (New Earth),\/wiki\/Feodor_Piotrovitch_Sorin_(New_Earth),,Good Characters,,,Male Characters,,Living Characters,10.0,"1988, April",1988.0,DC,Tran Coy Manh (Earth-616),\/Tran_Coy_Manh_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,4.0,Dec-80,1980.0,MV
335,16101,Mashenka Medviedenko (New Earth),\/wiki\/Mashenka_Medviedenko_(New_Earth),,Good Characters,Green Eyes,Brown Hair,Female Characters,,Living Characters,10.0,"1988, April",1988.0,DC,TransHuman ROBot (Earth-616),\/TransHuman_ROBot_(Earth-616),,Neutral Characters,,,,,Living Characters,2.0,Feb-88,1988.0,MV
336,18692,Curtis Calhoun (New Earth),\/wiki\/Curtis_Calhoun_(New_Earth),,Bad Characters,,,Male Characters,,Deceased Characters,10.0,"1986, August",1986.0,DC,Miles Warbeck (Earth-616),\/Miles_Warbeck_(Earth-616),Secret Identity,,,Brown Hair,Male Characters,,Deceased Characters,2.0,Dec-01,2001.0,MV
337,17551,Clarissa Clemens (New Earth),\/wiki\/Clarissa_Clemens_(New_Earth),,Bad Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,10.0,"1983, March",1983.0,DC,Medallion (Earth-616),\/Medallion_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,4.0,Apr-02,2002.0,MV
338,4252,Henry Hewitt (New Earth),\/wiki\/Henry_Hewitt_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,,Male Characters,,Deceased Characters,10.0,"1983, August",1983.0,DC,Edward Cobert (Earth-616),\/Edward_Cobert_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Living Characters,10.0,Dec-83,1983.0,MV
339,19051,Joseph Rigger (New Earth),\/wiki\/Joseph_Rigger_(New_Earth),,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,10.0,"1979, December",1979.0,DC,Heidi Franklin (Earth-616),\/Heidi_Franklin_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,15.0,Oct-90,1990.0,MV
340,15261,Korlian Dasor (New Earth),\/wiki\/Korlian_Dasor_(New_Earth),Public Identity,Good Characters,,,Male Characters,,Living Characters,10.0,"1961, October",1961.0,DC,Sayge (Earth-616),\/Sayge_(Earth-616),,Neutral Characters,,,,,Living Characters,16.0,Mar-67,1967.0,MV
341,18280,Yoof (New Earth),\/wiki\/Yoof_(New_Earth),,,,,Male Characters,,Living Characters,9.0,"1997, September",1997.0,DC,Hoodwink (Earth-616),\/Hoodwink_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,8.0,Jun-84,1984.0,MV
342,16099,Igor Medviedenko (New Earth),\/wiki\/Igor_Medviedenko_(New_Earth),,Good Characters,Grey Eyes,Blond Hair,Male Characters,,Living Characters,9.0,"1988, April",1988.0,DC,Gregori Larionov (Earth-616),\/Gregori_Larionov_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3.0,Jul-83,1983.0,MV
343,2714,Beast With No Name (New Earth),\/wiki\/Beast_With_No_Name_(New_Earth),Public Identity,Neutral Characters,Black Eyes,Red Hair,Male Characters,,Living Characters,9.0,"1966, January",1966.0,DC,Morgause (Earth-616),\/Morgause_(Earth-616),,,,,Female Characters,,Living Characters,,,,MV
344,30185,Toyboy (New Earth),\/wiki\/Toyboy_(New_Earth),Public Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,8.0,"2006, May",2006.0,DC,Louis Banque (Earth-616),\/Louis_Banque_(Earth-616),,,Red Eyes,Brown Hair,Male Characters,,Living Characters,1.0,Aug-93,1993.0,MV
345,18535,Zinnac (New Earth),\/wiki\/Zinnac_(New_Earth),,,,,Male Characters,,Living Characters,8.0,"1997, September",1997.0,DC,Axis (Earth-616),\/Axis_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,,Male Characters,,Deceased Characters,1.0,Sep-00,2000.0,MV
346,16297,Triton (New Earth),\/wiki\/Triton_(New_Earth),Public Identity,Neutral Characters,Green Eyes,White Hair,Male Characters,,Living Characters,8.0,"1995, July",1995.0,DC,Cabbage (Earth-616),\/Cabbage_(Earth-616),Secret Identity,,,Bald,Male Characters,,Living Characters,3.0,Feb-93,1993.0,MV
347,29200,William Kavanagh (New Earth),\/wiki\/William_Kavanagh_(New_Earth),Secret Identity,Bad Characters,Red Eyes,White Hair,Male Characters,,Deceased Characters,8.0,"1993, November",1993.0,DC,T-Rex (Earth-616),\/T-Rex_(Earth-616),,,,,Male Characters,,Living Characters,1.0,Nov-05,2005.0,MV
348,15906,Shango (New Earth),\/wiki\/Shango_(New_Earth),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,8.0,"1990, March",1990.0,DC,Maxwell Jordan (Earth-616),\/Maxwell_Jordan_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,16.0,Jul-04,2004.0,MV
349,280048,Gregori Eilovitch Rasputin (New Earth),\/wiki\/Gregori_Eilovitch_Rasputin_(New_Earth),,Good Characters,,Black Hair,Male Characters,,Living Characters,8.0,"1989, June",1989.0,DC,Jane Smythe (Earth-616),\/Jane_Smythe_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,1.0,Feb-02,2002.0,MV
350,27552,Blindside (New Earth),\/wiki\/Blindside_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,8.0,"1985, June",1985.0,DC,Goblin (Kid) (Earth-616),\/Goblin_(Kid)_(Earth-616),Secret Identity,,,,Male Characters,,Living Characters,1.0,Nov-82,1982.0,MV
351,13068,Peter Pauling (New Earth),\/wiki\/Peter_Pauling_(New_Earth),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,8.0,"1981, November",1981.0,DC,Tele-fish (Earth-616),\/Tele-fish_(Earth-616),,,,,,,Living Characters,1.0,Sep-63,1963.0,MV
352,64924,Jezebelle of New Genesis (New Earth),\/wiki\/Jezebelle_of_New_Genesis_(New_Earth),Secret Identity,Good Characters,Yellow Eyes,Red Hair,Female Characters,,Deceased Characters,8.0,"1977, July",1977.0,DC,Leo (Ecliptic) (Earth-616),\/Leo_(Ecliptic)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1.0,Jul-98,1998.0,MV
353,2705,Wandjina (New Earth),\/wiki\/Wandjina_(New_Earth),Secret Identity,Good Characters,Black Eyes,,Male Characters,,Deceased Characters,8.0,"1971, February",1971.0,DC,Mimir (Earth-616),\/Mimir_(Earth-616),No Dual Identity,Neutral Characters,Red Eyes,No Hair,Male Characters,,Living Characters,17.0,Oct-75,1975.0,MV
354,16392,Bug Baron (New Earth),\/wiki\/Bug_Baron_(New_Earth),,Bad Characters,,Black Hair,Male Characters,,Living Characters,8.0,"1966, December",1966.0,DC,Dykon (Earth-616),\/Dykon_(Earth-616),,,,Grey Hair,Male Characters,,Living Characters,6.0,Sep-89,1989.0,MV
355,116621,Abner Krill (New Earth),\/wiki\/Abner_Krill_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,8.0,"1962, February",1962.0,DC,Mute (Earth-616),\/Mute_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Living Characters,1.0,Nov-75,1975.0,MV
356,1933,Charles Halstead (New Earth),\/wiki\/Charles_Halstead_(New_Earth),,Bad Characters,,,Male Characters,,Deceased Characters,8.0,"1945, December",1945.0,DC,Ulysses Klaw (Earth-616),\/Ulysses_Klaw_(Earth-616),Public Identity,Bad Characters,Red Eyes,Bald,Male Characters,,Deceased Characters,143.0,Aug-66,1966.0,MV
357,116789,Ramon Solomano (New Earth),\/wiki\/Ramon_Solomano_(New_Earth),Public Identity,Bad Characters,,White Hair,Male Characters,,Deceased Characters,8.0,"1941, December",1941.0,DC,Simon LaGrange (Earth-616),\/Simon_LaGrange_(Earth-616),,,,,Male Characters,,Living Characters,1.0,May-87,1987.0,MV
358,15982,Oom (New Earth),\/wiki\/Oom_(New_Earth),Secret Identity,,Black Eyes,Grey Hair,,,Living Characters,8.0,"1940, December",1940.0,DC,Radium (Element) (Earth-616),\/Radium_(Element)_(Earth-616),,Bad Characters,,No Hair,,,Living Characters,1.0,Nov-97,1997.0,MV
359,36267,Justin Powell (New Earth),\/wiki\/Justin_Powell_(New_Earth),,Good Characters,,,Male Characters,,Living Characters,7.0,"2005, November",2005.0,DC,Tareva (Earth-616),\/Tareva_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,1.0,Jul-89,1989.0,MV
360,41819,Aron Abromowitz (New Earth),\/wiki\/Aron_Abromowitz_(New_Earth),,,,,Male Characters,,Living Characters,7.0,"2004, July",2004.0,DC,Denis Nayland Smith (Earth-616),\/Denis_Nayland_Smith_(Earth-616),Secret Identity,Good Characters,,Bald,Male Characters,,Deceased Characters,93.0,Dec-73,1973.0,MV
361,4703,Samuel Register (New Earth),\/wiki\/Samuel_Register_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,7.0,"2004, September",2004.0,DC,Mary Walker (Earth-616),\/Mary_Walker_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,111.0,May-88,1988.0,MV
362,18767,Vext (New Earth),\/wiki\/Vext_(New_Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,7.0,"1999, March",1999.0,DC,Malachi Toomes (Earth-616),\/Malachi_Toomes_(Earth-616),Public Identity,Bad Characters,,Bald,Male Characters,,Deceased Characters,2.0,Jul-80,1980.0,MV
363,316405,Kathryn McAllister (New Earth),\/wiki\/Kathryn_McAllister_(New_Earth),Public Identity,Good Characters,,Red Hair,Female Characters,,Living Characters,7.0,"1997, February",1997.0,DC,Yenrag (Earth-616),\/Yenrag_(Earth-616),,,,,Male Characters,,Living Characters,4.0,Sep-08,2008.0,MV
364,124618,Chief Horgath (New Earth),\/wiki\/Chief_Horgath_(New_Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,7.0,"1993, June",1993.0,DC,St. George (Earth-616),\/St._George_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Deceased Characters,1.0,Aug-08,2008.0,MV
365,18705,Cassandra Sharp (New Earth),\/wiki\/Cassandra_Sharp_(New_Earth),,Bad Characters,,,Female Characters,,Deceased Characters,7.0,"1987, February",1987.0,DC,Divad (Earth-616),\/Divad_(Earth-616),Secret Identity,Neutral Characters,,Red Hair,Male Characters,,Living Characters,15.0,Apr-92,1992.0,MV
366,27554,Throttle (New Earth),\/wiki\/Throttle_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,7.0,"1985, June",1985.0,DC,Esperanza Ling (Earth-616),\/Esperanza_Ling_(Earth-616),,Good Characters,,Strawberry Blond Hair,Female Characters,,Living Characters,10.0,Oct-99,1999.0,MV
367,63100,Azar (New Earth),\/wiki\/Azar_(New_Earth),Secret Identity,Good Characters,,White Hair,Female Characters,,Deceased Characters,7.0,"1981, January",1981.0,DC,Link (Employee of Arcade) (Earth-616),\/Link_(Employee_of_Arcade)_(Earth-616),Secret Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,2.0,Jun-94,1994.0,MV
368,2711,Brother Power (New Earth),\/wiki\/Brother_Power_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,7.0,"1968, October",1968.0,DC,Mark Raxton (Earth-616),\/Mark_Raxton_(Earth-616),Public Identity,Good Characters,Hazel Eyes,Blond Hair,Male Characters,,Living Characters,67.0,Sep-65,1965.0,MV
369,36215,Dahlia Lorens (New Earth),\/wiki\/Dahlia_Lorens_(New_Earth),Public Identity,Good Characters,,Blond Hair,Female Characters,,Deceased Characters,6.0,"2007, January",2007.0,DC,Shrike (Earth-616),\/Shrike_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,4.0,,,MV
370,1960,Jongleur (New Earth),\/wiki\/Jongleur_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,6.0,"2005, October",2005.0,DC,Leash (Earth-616),\/Leash_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,8.0,Jan-02,2002.0,MV
371,130691,Darrin Profitt (New Earth),\/wiki\/Darrin_Profitt_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,6.0,"2004, November",2004.0,DC,Rex Randolph (Earth-616),\/Rex_Randolph_(Earth-616),Secret Identity,Neutral Characters,Green Eyes,Blond Hair,Male Characters,,Living Characters,5.0,May-89,1989.0,MV
372,18845,Lyla (New Earth),\/wiki\/Lyla_(New_Earth),Public Identity,Good Characters,Blue Eyes,Purple Hair,Female Characters,,Living Characters,6.0,"2004, April",2004.0,DC,Wayne Gifford (Earth-616),\/Wayne_Gifford_(Earth-616),Secret Identity,Bad Characters,,Orange Hair,Male Characters,,Living Characters,3.0,Dec-92,1992.0,MV
373,172060,Azure (New Earth),\/wiki\/Azure_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,6.0,"1989, July",1989.0,DC,Garwood (Earth-616),\/Garwood_(Earth-616),Public Identity,,,Black Hair,Male Characters,,Living Characters,2.0,Jun-84,1984.0,MV
